Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"AP4M1","Adaptor Related Protein Complex 4 Subunit Mu 1","Protein Coding","O00189","51","GC07P110754","7.50809288024902","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AP4M1"
"LOC130058158","ATAC-STARR-Seq Lymphoblastoid Silent Region 6972","Functional Element","","8","GC16P126043","7.41258764266968","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058158"
"LINC03041","Long Intergenic Non-Protein Coding RNA 3041","RNA Gene","A6NGG3","27","GC09M016203","7.34555721282959","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC03041"
"LOC125146393","Sharpr-MPRA Regulatory Region 11332","Functional Element","","5","GC16P123857","7.3028883934021","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC125146393"
"FOXP2","Forkhead Box P2","Protein Coding","O15409","56","GC07P114086","6.84821271896362","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXP2"
"MT-CO1","Mitochondrially Encoded Cytochrome C Oxidase I","Protein Coding","P00395","47","GCMTP005906","6.75864887237549","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-CO1"
"AP4B1","Adaptor Related Protein Complex 4 Subunit Beta 1","Protein Coding","Q9Y6B7","51","GC01M113894","6.66432762145996","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AP4B1"
"AP4B1-AS1","AP4B1 Antisense RNA 1","RNA Gene","","21","GC01P113837","6.66432762145996","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AP4B1-AS1"
"CYP17A1","Cytochrome P450 Family 17 Subfamily A Member 1","Protein Coding","P05093","62","GC10M102830","6.62022733688354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP17A1"
"CYP19A1","Cytochrome P450 Family 19 Subfamily A Member 1","Protein Coding","P11511","61","GC15M051208","6.62022733688354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP19A1"
"SHBG","Sex Hormone Binding Globulin","Protein Coding","P04278","55","GC17P007613","6.62022733688354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHBG"
"ADPRH","ADP-Ribosylarginine Hydrolase","Protein Coding","P54922","48","GC03P119579","6.62022733688354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADPRH"
"IFNAR1","Interferon Alpha And Beta Receptor Subunit 1","Protein Coding","P17181","61","GC21P033324","6.5722713470459","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNAR1"
"DBH","Dopamine Beta-Hydroxylase","Protein Coding","P09172","64","GC09P133636","6.38759899139404","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DBH"
"MT-CYB","Mitochondrially Encoded Cytochrome B","Protein Coding","P00156","45","GCMTP014749","5.50181293487549","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-CYB"
"MT-TT","Mitochondrially Encoded TRNA-Thr (ACN)","RNA Gene","","24","GCMTP015890","5.50181293487549","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TT"
"SCYL1","SCY1 Like Pseudokinase 1","Protein Coding","Q96KG9","53","GC11P065525","5.37460422515869","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCYL1"
"SSUH2","Ssu-2 Homolog","Protein Coding","Q9Y2M2","44","GC03M008619","5.30852794647217","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SSUH2"
"SCARNA21","Small Cajal Body-Specific RNA 21","RNA Gene","","20","GC17P007906","5.18321514129639","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCARNA21"
"LOC126862484","CDK7 Strongly-Dependent Group 2 Enhancer GRCh37_chr17:7797066-7798265","Functional Element","","7","GC17P156982","5.18321514129639","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC126862484"
"PDE5A","Phosphodiesterase 5A","Protein Coding","O76074","58","GC04M119494","5.01649332046509","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE5A"
"NSD1","Nuclear Receptor Binding SET Domain Protein 1","Protein Coding","Q96L73","57","GC05P190349","4.92192220687866","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NSD1"
"GAD1","Glutamate Decarboxylase 1","Protein Coding","Q99259","62","GC02P170813","4.6272988319397","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAD1"
"ARHGDIA","Rho GDP Dissociation Inhibitor Alpha","Protein Coding","P52565","60","GC17M081867","4.6272988319397","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGDIA"
"KCNC1","Potassium Voltage-Gated Channel Subfamily C Member 1","Protein Coding","P48547","58","GC11P021375","4.6272988319397","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNC1"
"NPY","Neuropeptide Y","Protein Coding","P01303","58","GC07P024850","4.6272988319397","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPY"
"CALB1","Calbindin 1","Protein Coding","P05937","57","GC08M090058","4.6272988319397","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALB1"
"SOCS3","Suppressor Of Cytokine Signaling 3","Protein Coding","O14543","57","GC17M078356","4.6272988319397","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOCS3"
"ATP2C2","ATPase Secretory Pathway Ca2+ Transporting 2","Protein Coding","O75185","54","GC16P084368","4.6272988319397","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP2C2"
"PAPOLA","Poly(A) Polymerase Alpha","Protein Coding","P51003","54","GC14P096501","4.6272988319397","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAPOLA"
"SST","Somatostatin","Protein Coding","P61278","54","GC03M187668","4.6272988319397","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SST"
"CALB2","Calbindin 2","Protein Coding","P22676","52","GC16P071358","4.6272988319397","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALB2"
"CEBPD","CCAAT Enhancer Binding Protein Delta","Protein Coding","P49716","52","GC08M047765","4.6272988319397","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEBPD"
"GP2","Glycoprotein 2","Protein Coding","P55259","52","GC16M020309","4.6272988319397","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GP2"
"PVALB","Parvalbumin","Protein Coding","P20472","52","GC22M036800","4.6272988319397","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PVALB"
"GTPBP1","GTP Binding Protein 1","Protein Coding","O00178","51","GC22P038705","4.6272988319397","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTPBP1"
"KIAA0319","KIAA0319","Protein Coding","Q5VV43","51","GC06M024567","4.6272988319397","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIAA0319"
"PAPOLG","Poly(A) Polymerase Gamma","Protein Coding","Q9BWT3","50","GC02P060756","4.6272988319397","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAPOLG"
"LHX6","LIM Homeobox 6","Protein Coding","Q9UPM6","48","GC09M122202","4.6272988319397","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LHX6"
"CELF5","CUGBP Elav-Like Family Member 5","Protein Coding","Q8N6W0","47","GC19P003224","4.6272988319397","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CELF5"
"NASP","Nuclear Autoantigenic Sperm Protein","Protein Coding","P49321","47","GC01P045583","4.6272988319397","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NASP"
"PLEKHB2","Pleckstrin Homology Domain Containing B2","Protein Coding","Q96CS7","47","GC02P154465","4.6272988319397","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLEKHB2"
"PAPOLB","Poly(A) Polymerase Beta","Protein Coding","Q9NRJ5","43","GC07M004857","4.6272988319397","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAPOLB"
"SETD2","SET Domain Containing 2, Histone Lysine Methyltransferase","Protein Coding","Q9BYW2","60","GC03M047033","3.66508626937866","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SETD2"
"SCN4A","Sodium Voltage-Gated Channel Alpha Subunit 4","Protein Coding","P35499","58","GC17M063938","3.66508626937866","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCN4A"
"NFIX","Nuclear Factor I X","Protein Coding","Q14938","56","GC19P151938","3.66508626937866","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFIX"
"APC2","APC Regulator Of WNT Signaling Pathway 2","Protein Coding","O95996","52","GC19P151411","3.66508626937866","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APC2"
"GH-LCR","Growth Hormone Locus Control Region","Functional Element","","10","GC17P063917","3.66508626937866","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GH-LCR"
"LOC126807619","MED14-Independent Group 3 Enhancer GRCh37_chr5:176696443-176697642","Functional Element","","8","GC05P190633","3.66508626937866","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC126807619"
"MAPT","Microtubule Associated Protein Tau","Protein Coding","P10636","62","GC17P045894","3.53291463851929","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPT"
"HEXA","Hexosaminidase Subunit Alpha","Protein Coding","P06865","60","GC15M072340","2.76037287712097","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HEXA"
"KRT5","Keratin 5","Protein Coding","P13647","58","GC12M052514","2.75036573410034","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT5"
"MT-CO2","Mitochondrially Encoded Cytochrome C Oxidase II","Protein Coding","P00403","50","GCMTP007587","2.13135004043579","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-CO2"
"MT-ND1","Mitochondrially Encoded NADH:Ubiquinone Oxidoreductase Core Subunit 1","Protein Coding","P03886","47","GCMTP003309","2.13135004043579","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-ND1"
"MT-ND5","Mitochondrially Encoded NADH:Ubiquinone Oxidoreductase Core Subunit 5","Protein Coding","P03915","45","GCMTP012339","2.13135004043579","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-ND5"
"MT-CO3","Mitochondrially Encoded Cytochrome C Oxidase III","Protein Coding","P00414","44","GCMTP009209","2.13135004043579","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-CO3"
"MT-ND4","Mitochondrially Encoded NADH:Ubiquinone Oxidoreductase Core Subunit 4","Protein Coding","P03905","44","GCMTP010762","2.13135004043579","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-ND4"
"MT-ND6","Mitochondrially Encoded NADH:Ubiquinone Oxidoreductase Core Subunit 6","Protein Coding","P03923","44","GCMTM014151","2.13135004043579","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-ND6"
"MT-TL1","Mitochondrially Encoded TRNA-Leu (UUA/G) 1","RNA Gene","","25","GCMTP003232","2.13135004043579","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TL1"
"MT-TF","Mitochondrially Encoded TRNA-Phe (UUU/C)","RNA Gene","","22","GCMTP000580","2.13135004043579","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TF"
"MT-TH","Mitochondrially Encoded TRNA-His (CAU/C)","RNA Gene","","22","GCMTP012140","2.13135004043579","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TH"
"MT-TS1","Mitochondrially Encoded TRNA-Ser (UCN) 1","RNA Gene","","22","GCMTM007447","2.13135004043579","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TS1"
"MT-TW","Mitochondrially Encoded TRNA-Trp (UGA/G)","RNA Gene","","22","GCMTP005514","2.13135004043579","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TW"
"MT-TQ","Mitochondrially Encoded TRNA-Gln (CAA/G)","RNA Gene","","21","GCMTM004331","2.13135004043579","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TQ"
"MT-TS2","Mitochondrially Encoded TRNA-Ser (AGU/C) 2","RNA Gene","","21","GCMTP012215","2.13135004043579","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TS2"
"SGCE","Sarcoglycan Epsilon","Protein Coding","O43556","55","GC07M094524","1.90070199966431","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGCE"
"LOC126861526","BRD4-Independent Group 4 Enhancer GRCh37_chr12:52912066-52913265","Functional Element","","8","GC12P077471","1.90070199966431","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC126861526"
"TDO2","Tryptophan 2,3-Dioxygenase","Protein Coding","P48775","60","GC04P155854","1.87521076202393","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TDO2"
"UBAP2L","Ubiquitin Associated Protein 2 Like","Protein Coding","Q14157","51","GC01P176678","1.87521076202393","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBAP2L"
"LAS1L","LAS1 Like Ribosome Biogenesis Factor","Protein Coding","Q9Y4W2","49","GC0XM065440","1.87521076202393","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAS1L"
"NEXMIF","Neurite Extension And Migration Factor","Protein Coding","Q5QGS0","44","GC0XM074845","1.87521076202393","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEXMIF"
"GBA2","Glucosylceramidase Beta 2","Protein Coding","Q9HCG7","53","GC09M035736","1.75234472751617","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GBA2"
"EHMT1","Euchromatic Histone Lysine Methyltransferase 1","Protein Coding","Q9H9B1","58","GC09P137618","1.49562156200409","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EHMT1"
"FA2H","Fatty Acid 2-Hydroxylase","Protein Coding","Q7L5A8","58","GC16M074712","1.49562156200409","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FA2H"
"PNPLA6","Patatin Like Domain 6, Lysophospholipase ","Protein Coding","Q8IY17","57","GC19P007534","1.49562156200409","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PNPLA6"
"CHD8","Chromodomain Helicase DNA Binding Protein 8","Protein Coding","Q9HCK8","56","GC14M021385","1.49562156200409","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHD8"
"ADNP","Activity Dependent Neuroprotector Homeobox","Protein Coding","Q9H2P0","55","GC20M050888","1.49562156200409","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADNP"
"UBA5","Ubiquitin Like Modifier Activating Enzyme 5","Protein Coding","Q9GZZ9","52","GC03P132654","1.49562156200409","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBA5"
"ANO10","Anoctamin 10","Protein Coding","Q9NW15","51","GC03M043355","1.49562156200409","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANO10"
"SNX14","Sorting Nexin 14","Protein Coding","Q9Y5W7","50","GC06M107945","1.49562156200409","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNX14"
"VPS13D","Vacuolar Protein Sorting 13 Homolog D","Protein Coding","Q5THJ4","48","GC01P075469","1.49562156200409","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS13D"
"TMEM240","Transmembrane Protein 240","Protein Coding","Q5SV17","44","GC01M022180","1.49562156200409","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM240"
"KRT14","Keratin 14","Protein Coding","P02533","60","GC17M041582","1.45725274085999","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT14"
"FMR1","Fragile X Messenger Ribonucleoprotein 1","Protein Coding","Q06787","57","GC0XP148000","1.44052481651306","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FMR1"
"COA5","Cytochrome C Oxidase Assembly Factor 5","Protein Coding","Q86WW8","47","GC02M098599","1.40156483650208","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COA5"
"LOC126861525","BRD4-Independent Group 4 Enhancer GRCh37_chr12:52909857-52911056","Functional Element","","8","GC12P077470","1.34399914741516","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC126861525"
"GNRH1","Gonadotropin Releasing Hormone 1","Protein Coding","P01148","54","GC08M025419","1.27258062362671","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNRH1"
"GJB1","Gap Junction Protein Beta 1","Protein Coding","P08034","60","GC0XP071212","1.1795060634613","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GJB1"
"DES","Desmin","Protein Coding","P17661","61","GC02P219418","1.16758453845978","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DES"
"CREBBP","CREB Binding Protein","Protein Coding","Q92793","67","GC16M049995","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CREBBP"
"EZH2","Enhancer Of Zeste 2 Polycomb Repressive Complex 2 Subunit","Protein Coding","Q15910","66","GC07M148807","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EZH2"
"DNMT3A","DNA Methyltransferase 3 Alpha","Protein Coding","Q9Y6K1","65","GC02M025228","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNMT3A"
"PTEN","Phosphatase And Tensin Homolog","Protein Coding","P60484","65","GC10P124078","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTEN"
"CBS","Cystathionine Beta-Synthase","Protein Coding","P35520","64","GC21M043053","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBS"
"DNMT3B","DNA Methyltransferase 3 Beta","Protein Coding","Q9UBC3","64","GC20P032762","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNMT3B"
"FGFR4","Fibroblast Growth Factor Receptor 4","Protein Coding","P22455","64","GC05P177086","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGFR4"
"IGF1","Insulin Like Growth Factor 1","Protein Coding","P05019","61","GC12M102395","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF1"
"IGF2","Insulin Like Growth Factor 2","Protein Coding","P01344","61","GC11M015123","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF2"
"NF1","Neurofibromin 1","Protein Coding","P21359","61","GC17P031094","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NF1"
"UBE3A","Ubiquitin Protein Ligase E3A","Protein Coding","Q05086","61","GC15M025333","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE3A"
"ATRX","ATRX Chromatin Remodeler","Protein Coding","P46100","60","GC0XM077504","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATRX"
"FBN1","Fibrillin 1","Protein Coding","P35555","60","GC15M048408","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBN1"
"KDM6A","Lysine Demethylase 6A","Protein Coding","O15550","60","GC0XP044873","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDM6A"
"KMT2A","Lysine Methyltransferase 2A","Protein Coding","Q03164","60","GC11P118436","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KMT2A"
"MECP2","Methyl-CpG Binding Protein 2","Protein Coding","P51608","60","GC0XM154021","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MECP2"
"GPC3","Glypican 3","Protein Coding","P51654","59","GC0XM133535","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPC3"
"IGFBP3","Insulin Like Growth Factor Binding Protein 3","Protein Coding","P17936","59","GC07M045912","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGFBP3"
"KDM5C","Lysine Demethylase 5C","Protein Coding","P41229","59","GC0XM053176","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDM5C"
"CDKN1C","Cyclin Dependent Kinase Inhibitor 1C","Protein Coding","P49918","58","GC11M015146","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN1C"
"HNMT","Histamine N-Methyltransferase","Protein Coding","P50135","58","GC02P137964","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNMT"
"NSD2","Nuclear Receptor Binding SET Domain Protein 2","Protein Coding","O96028","58","GC04P029506","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NSD2"
"NUP98","Nucleoporin 98 And 96 Precursor","Protein Coding","P52948","58","GC11M003671","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUP98"
"XYLT2","Xylosyltransferase 2","Protein Coding","Q9H1B5","58","GC17P155127","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XYLT2"
"CHD7","Chromodomain Helicase DNA Binding Protein 7","Protein Coding","Q9P2D1","57","GC08P060678","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHD7"
"IGFBP2","Insulin Like Growth Factor Binding Protein 2","Protein Coding","P18065","57","GC02P216632","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGFBP2"
"KMT2D","Lysine Methyltransferase 2D","Protein Coding","O14686","57","GC12M049018","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KMT2D"
"SLC34A1","Solute Carrier Family 34 Member 1","Protein Coding","Q06495","57","GC05P190362","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC34A1"
"GPC4","Glypican 4","Protein Coding","O75487","56","GC0XM133300","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPC4"
"IGFBP4","Insulin Like Growth Factor Binding Protein 4","Protein Coding","P22692","56","GC17P040443","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGFBP4"
"IGFBP6","Insulin Like Growth Factor Binding Protein 6","Protein Coding","P24592","56","GC12P053097","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGFBP6"
"NFIA","Nuclear Factor I A","Protein Coding","Q12857","56","GC01P060865","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFIA"
"SUZ12","SUZ12 Polycomb Repressive Complex 2 Subunit","Protein Coding","Q15022","55","GC17P031937","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUZ12"
"DIS3L2","DIS3 Like 3'-5' Exoribonuclease 2","Protein Coding","Q8IYB7","54","GC02P231961","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIS3L2"
"H1-4","H1.4 Linker Histone, Cluster Member","Protein Coding","P10412","54","GC06P184717","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H1-4"
"SETD1A","SET Domain Containing 1A, Histone Lysine Methyltransferase","Protein Coding","O15047","54","GC16P121072","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SETD1A"
"RNF135","Ring Finger Protein 135","Protein Coding","Q8IUD6","53","GC17P030958","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF135"
"ASH1L","ASH1 Like Histone Lysine Methyltransferase","Protein Coding","Q9NR48","52","GC01M155335","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASH1L"
"SSTR4","Somatostatin Receptor 4","Protein Coding","P31391","52","GC20P023035","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SSTR4"
"TBX6","T-Box Transcription Factor 6","Protein Coding","O95947","52","GC16M030085","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBX6"
"H3-3B","H3.3 Histone B","Protein Coding","P84243","51","GC17M098063","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H3-3B"
"H3-4","H3.4 Histone, Cluster Member","Protein Coding","Q16695","51","GC01M230599","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H3-4"
"NSD3","Nuclear Receptor Binding SET Domain Protein 3","Protein Coding","Q9BZ95","51","GC08M038269","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NSD3"
"SETD1B","SET Domain Containing 1B, Histone Lysine Methyltransferase","Protein Coding","Q9UPS6","51","GC12P138922","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SETD1B"
"SRCAP","Snf2 Related CREBBP Activator Protein","Protein Coding","Q6ZRS2","51","GC16P121061","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRCAP"
"TSN","Translin","Protein Coding","Q15631","51","GC02P121737","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSN"
"MBD5","Methyl-CpG Binding Domain Protein 5","Protein Coding","Q9P267","50","GC02P154649","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MBD5"
"SHOX","SHOX Homeobox","Protein Coding","O15266","50","GC0XP000624","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHOX"
"SETD5","SET Domain Containing 5","Protein Coding","Q9C0A6","49","GC03P026945","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SETD5"
"BRWD3","Bromodomain And WD Repeat Domain Containing 3","Protein Coding","Q6RI45","48","GC0XM080669","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRWD3"
"H3C12","H3 Clustered Histone 12","Protein Coding","P68431","47","GC06M109200","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H3C12"
